Jaar indiening;Gebouw Functie kort;Handeling;Project Aanvrager Type;Aantal projecten;Aantal gebouwen;Aantal gebouwen (met gebouwinfo);Aantal wooneenheden;Aantal (studenten)kamers;Nuttige woonoppervlakte (m²);Nuttige oppervlakte kamerwoningen (m²);Bovengronds nuttige oppervlakte (m²);Bovengronds grond oppervlakte (m²);Gesloopte oppervlakte (m²);Gesloopte volume (m³);[Project Huidige Toestand Eenvoudig]
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;3;3;3;18;16;648,65;311;1.734,51;675,89;0,00;0,00;Weigering
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;6;6;6;30;28;984,78;1.260;2.495,62;911,48;0,00;0,00;Stopgezet
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;9;9;9;19;356;987,29;6.941;9.299,64;3.067,91;0,00;0,00;Stopgezet
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;11;12;12;70;292;2.877,77;6.215;12.826,43;3.987,38;0,00;0,00;Vergunning
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;19;19;19;71;1.114;4.098,79;4.441;10.011,16;3.154,14;0,00;0,00;Vergunning
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;45;45;45;142;2.622;16.290,34;16.751;29.548,86;11.999,67;0,00;0,00;Vergunning
2024;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;1;1;1;4;55;183,74;1.376;2.019,00;472,00;0,00;0,00;Stopgezet
2024;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;8;42;234,73;731;1.516,52;343,15;0,00;0,00;In behandeling (na beroep)
2024;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;5;9;266,15;489;837,57;643,70;0,00;0,00;Vergunning
2024;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;10;130;358,11;3.435;4.664,00;777,00;0,00;0,00;In behandeling (na beroep)
2024;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;2;2;2;25;128;1.311,30;3.428;5.421,80;1.102,70;0,00;0,00;Weigering
2024;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;4;4;4;22;40;1.315,15;862;2.834,17;734,28;0,00;0,00;Stopgezet
2024;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;3;4;4;42;370;2.452,49;10.883;15.999,47;2.657,83;0,00;0,00;Stopgezet
2024;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;11;11;11;129;1.146;10.235,88;28.128;59.794,14;12.220,15;0,00;0,00;Vergunning
2024;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;1;12;30,00;182;200,00;80,00;0,00;0,00;Stopgezet
2024;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;4;2;102,10;73;168,51;79,49;0,00;0,00;In behandeling (na beroep)
2024;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;6;0;171,81;190;670,80;316,20;0,00;0,00;Aktename
2024;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;4;1;262,10;31;383,70;115,80;0,00;0,00;Weigering
2024;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;5;5;5;8;19;357,33;440;1.046,99;515,81;0,00;0,00;Weigering
2024;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;3;3;3;8;19;502,49;398;937,03;409,29;0,00;0,00;Weigering
2024;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;5;5;5;6;26;505,39;627;1.167,58;625,36;0,00;0,00;Stopgezet
2024;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;7;7;7;18;122;639,53;3.062;5.761,96;1.648,44;0,00;0,00;Stopgezet
2024;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;4;4;4;47;92;2.238,36;3.100;593.961,70;2.244,31;0,00;0,00;Vergunning
2024;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;13;13;13;55;58;2.545,99;1.590;5.311,03;2.153,25;0,00;0,00;Vergunning
2024;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;26;28;28;96;650;7.967,65;15.063;22.464,21;7.559,03;0,00;0,00;Vergunning
2025;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;1;1;1;4;55;183,74;1.376;2.019,00;472,00;0,00;0,00;In behandeling (na beroep)
2025;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;4;28;252,40;825;1.159,33;236,28;0,00;0,00;Weigering
2025;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;2;2;2;9;55;540,84;1.432;2.431,40;708,80;0,00;0,00;Stopgezet
2025;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;4;4;4;18;119;815,99;2.654;4.810,42;2.778,13;0,00;0,00;Vergunning
2025;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;4;5;5;89;323;4.348,18;8.506;14.343,39;2.889,55;0,00;0,00;In behandeling (in eerste aanleg)
2025;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;6;8;8;86;664;5.186,81;15.495;27.812,48;9.051,94;0,00;0,00;Vergunning
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;1;17;56,87;431;526,26;262,46;0,00;0,00;Weigering
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;5;67;172,50;2.483;2.575,37;503,00;0,00;0,00;Aktename
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;2;2;2;6;306;251,75;8.811;9.987,17;2.136,00;0,00;0,00;Niet rechtsgeldig
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;6;7;7;11;1.040;366,80;1.954;2.702,43;959,48;0,00;0,00;Weigering
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;2;2;2;9;20;431,84;705;1.373,93;587,59;0,00;0,00;In behandeling (na beroep)
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;3;3;3;12;21;510,17;425;1.218,68;609,19;0,00;0,00;Vergunning
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;9;9;9;12;82;694,10;7.410;8.182,50;5.010,06;0,00;0,00;Stopgezet
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;4;4;4;10;32;719,69;870;3.723,77;2.076,03;0,00;0,00;In behandeling (in eerste aanleg)
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;4;4;4;15;72;881,12;2.058;4.484,40;1.551,20;0,00;0,00;In behandeling (na beroep)
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;4;4;4;35;114;920,89;2.518;4.729,59;1.516,20;0,00;0,00;In behandeling (in eerste aanleg)
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;3;3;3;44;19;944,04;202;2.486,90;938,28;0,00;0,00;Stopgezet
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;40;75;1.702,30;2.333;6.505,80;1.838,76;0,00;0,00;In behandeling (in eerste aanleg)
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;11;11;11;39;195;2.480,38;5.774;10.635,25;2.822,26;0,00;0,00;Stopgezet
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;13;13;13;55;100;2.802,06;3.263;56.847,07;4.547,24;0,00;0,00;Vergunning
2025;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;22;22;22;54;1.492;2.837,84;11.980;20.865,21;7.174,03;0,00;0,00;Vergunning
2026;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;17;134;610,89;3.727;4.568,14;787,90;0,00;0,00;In behandeling (in eerste aanleg)
2026;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;5;5;5;5;234;339,39;8.193;10.106,10;2.579,24;0,00;0,00;In behandeling (in eerste aanleg)
2026;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;4;29;423,10;607;1.277,16;424,38;0,00;0,00;In behandeling (in eerste aanleg)
2026;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;3;3;3;10;7;757,74;623;1.185,06;614,50;0,00;0,00;In behandeling (in eerste aanleg)
2018;meergezinswoning;Nieuwbouw;Rechtspersoon;1;1;1;3;0;326,17;0;364,41;310,03;0,00;0,00;In behandeling (na beroep)
2018;meergezinswoning;Nieuwbouw;Natuurlijk persoon;1;2;2;5;0;836,00;0;908,70;296,28;0,00;0,00;In behandeling (na beroep)
2018;meergezinswoning;Nieuwbouw;Overheid-Rechtspersoon;1;1;1;13;0;1.190,06;0;3.370,83;1.459,00;0,00;0,00;Stopgezet
2018;meergezinswoning;Nieuwbouw;Overheid;1;1;1;23;0;1.780,30;0;1.821,70;1.410,00;0,00;0,00;Vergunning
2018;meergezinswoning;Nieuwbouw;Natuurlijk persoon;3;5;5;27;0;2.344,09;0;2.398,50;1.188,70;0,00;0,00;Geen beslissing genomen
2018;meergezinswoning;Nieuwbouw;Rechtspersoon;4;4;4;62;0;4.047,75;0;11.391,34;1.805,35;0,00;0,00;Geen beslissing genomen
2018;meergezinswoning;Nieuwbouw;-;12;13;13;95;0;9.634,63;0;14.868,92;5.006,27;0,00;0,00;Vergunning
2018;meergezinswoning;Nieuwbouw;-;10;15;15;107;0;15.168,79;0;14.362,29;5.285,22;0,00;0,00;Stopgezet
2018;meergezinswoning;Nieuwbouw;-;7;9;9;26;0;19.053,33;0;4.077,23;1.635,16;0,00;0,00;Weigering
2018;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;22;32;32;542;0;48.717,08;0;64.700,37;17.475,05;0,00;0,00;Stopgezet
2018;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;22;26;26;269;0;61.097,58;0;21.096,03;10.658,56;0,00;0,00;Weigering
2018;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;75;91;91;795;0;198.479,25;0;495.269,52;251.100,55;0,00;0,00;Vergunning
2018;meergezinswoning;Nieuwbouw;Natuurlijk persoon;199;226;226;1.307;0;211.714,25;0;187.149,19;84.141,03;0,00;0,00;Weigering
2018;meergezinswoning;Nieuwbouw;Natuurlijk persoon;340;406;406;2.861;0;575.131,51;0;558.268,39;421.778,93;0,00;0,00;Stopgezet
2018;meergezinswoning;Nieuwbouw;Rechtspersoon;302;377;377;4.639;0;786.566,50;0;501.238,97;188.153,49;0,00;0,00;Weigering
2018;meergezinswoning;Nieuwbouw;Rechtspersoon;438;600;600;8.183;0;970.537,35;0;1.263.407,12;579.147,51;0,00;0,00;Stopgezet
2018;meergezinswoning;Nieuwbouw;Natuurlijk persoon;787;887;887;5.019;0;1.014.139,88;0;1.010.574,09;787.069,26;0,00;0,00;Vergunning
2018;meergezinswoning;Nieuwbouw;Rechtspersoon;1.040;1.304;1.304;14.942;0;2.041.630,78;0;2.284.087,39;1.217.480,97;0,00;0,00;Vergunning
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Overheid;1;1;1;0;0;0,00;0;176,00;100,00;0,00;0,00;Weigering
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Overheid;1;1;1;2;0;233,83;0;145,00;145,00;0,00;0,00;Vergunning
2018;meergezinswoning;Verbouwen of hergebruik;Overheid;2;2;2;4;0;288,60;0;421,30;245,50;0,00;0,00;Vergunning
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;2;2;2;6;0;469,51;0;524,03;200,00;0,00;0,00;In behandeling (na beroep)
2018;meergezinswoning;Verbouwen of hergebruik;Overheid-Rechtspersoon;1;2;2;6;0;942,76;0;883,20;426,60;0,00;0,00;Stopgezet
2018;meergezinswoning;Verbouwen of hergebruik;-;4;4;4;15;0;1.031,44;0;1.333,40;760,50;0,00;0,00;Weigering
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;3;3;3;9;0;1.240,00;0;1.035,30;596,50;0,00;0,00;Geen beslissing genomen
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;9;9;9;20;0;2.180,42;0;3.611,00;2.056,49;0,00;0,00;Niet rechtsgeldig
2018;meergezinswoning;Verbouwen of hergebruik;-;10;11;11;27;0;2.527,74;0;3.048,31;1.560,73;0,00;0,00;Stopgezet
2018;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;2;2;2;30;0;2.637,14;0;3.033,48;997,31;0,00;0,00;Geen beslissing genomen
2018;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;4;4;4;45;0;3.515,57;0;5.616,97;1.353,74;0,00;0,00;Niet rechtsgeldig
2018;meergezinswoning;Verbouwen of hergebruik;-;15;15;15;45;0;4.445,02;0;12.522,73;3.887,24;0,00;0,00;Vergunning
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;9;9;9;43;0;4.533,96;0;11.531,68;3.379,57;0,00;0,00;Stopgezet
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;17;17;17;62;0;7.103,86;0;8.550,02;4.333,20;0,00;0,00;Aktename
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;9;9;9;46;0;12.710,28;0;8.236,26;2.560,57;0,00;0,00;Weigering
2018;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;11;13;13;98;0;15.926,70;0;11.740,32;4.452,86;0,00;0,00;Aktename
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;28;28;28;245;0;35.243,96;0;26.637,47;8.721,32;0,00;0,00;Vergunning
2018;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;104;106;106;606;0;53.199,97;0;133.942,02;95.840,59;0,00;0,00;Weigering
2018;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;186;197;197;1.209;0;136.886,11;0;374.791,05;140.966,66;0,00;0,00;Stopgezet
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;282;291;292;907;0;170.697,94;0;126.341,35;60.499,66;0,00;0,00;Weigering
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;446;465;465;1.560;0;285.413,92;0;255.309,35;101.400,37;0,00;0,00;Stopgezet
2018;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;571;592;592;3.969;0;564.283,53;0;631.330,30;298.193,24;0,00;0,00;Vergunning
2018;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;1.152;1.185;1.188;3.705;0;785.500,50;0;556.197,72;294.020,49;0,00;0,00;Vergunning
2019;meergezinswoning;Nieuwbouw;Overheid;1;1;1;4;0;194,82;0;204,62;111,44;0,00;0,00;Weigering
2019;meergezinswoning;Nieuwbouw;Overheid;2;2;2;9;0;706,84;0;827,90;395,66;0,00;0,00;Stopgezet
2019;meergezinswoning;Nieuwbouw;Rechtspersoon;3;4;4;13;0;1.089,60;0;1.226,80;2.392,77;0,00;0,00;Geen beslissing genomen
2019;meergezinswoning;Nieuwbouw;Natuurlijk persoon;2;3;3;18;0;1.978,50;0;2.154,00;1.040,20;0,00;0,00;Geen beslissing genomen
2019;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;2;2;32;0;2.779,15;0;2.950,81;1.669,86;0,00;0,00;Geen beslissing genomen
2019;meergezinswoning;Nieuwbouw;Natuurlijk persoon;13;21;21;310;0;39.955,96;0;37.052,86;12.115,22;0,00;0,00;In behandeling (na beroep)
2019;meergezinswoning;Nieuwbouw;Rechtspersoon;21;34;34;494;0;41.158,56;0;47.343,58;19.577,13;0,00;0,00;In behandeling (na beroep)
2019;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;11;33;33;311;0;50.993,89;0;31.347,89;9.870,98;0,00;0,00;In behandeling (na beroep)
2019;meergezinswoning;Nieuwbouw;Natuurlijk persoon;273;286;286;1.541;0;335.247,25;0;332.940,25;102.291,47;0,00;0,00;Weigering
2019;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;101;130;130;1.311;0;336.211,04;0;450.823,24;126.099,82;0,00;0,00;Weigering
2019;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;178;257;257;3.922;0;424.434,94;0;947.312,29;141.845,67;0,00;0,00;Stopgezet
2019;meergezinswoning;Nieuwbouw;Natuurlijk persoon;385;452;452;3.017;0;436.125,20;0;503.455,63;198.392,54;0,00;0,00;Stopgezet
2019;meergezinswoning;Nieuwbouw;Rechtspersoon;302;378;378;3.942;0;522.249,16;0;501.870,83;214.724,21;0,00;0,00;Weigering
2019;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;338;500;500;5.809;0;609.644,49;0;1.040.982,87;325.280,65;0,00;0,00;Vergunning
2019;meergezinswoning;Nieuwbouw;Natuurlijk persoon;815;897;897;4.598;0;781.373,21;0;884.311,69;599.985,21;0,00;0,00;Vergunning
2019;meergezinswoning;Nieuwbouw;Rechtspersoon;495;705;705;8.559;0;1.008.191,99;0;4.536.772,28;602.414,49;0,00;0,00;Stopgezet
2019;meergezinswoning;Nieuwbouw;Rechtspersoon;1.051;1.354;1.354;14.819;0;1.926.801,53;0;2.508.798,00;952.685,91;0,00;0,00;Vergunning
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;0;0;0,00;0;365,32;302,73;0,00;0,00;Aktename
2019;meergezinswoning;Verbouwen of hergebruik;Overheid;2;2;2;3;0;215,09;0;5.437,09;1.640,38;0,00;0,00;Vergunning
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Overheid;1;1;1;2;0;222,00;0;1.715,00;707,00;0,00;0,00;Vergunning
2019;meergezinswoning;Verbouwen of hergebruik;Overheid;2;2;2;11;0;435,59;0;5.755,56;1.572,97;0,00;0,00;Stopgezet
2019;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;3;3;3;5;0;557,57;0;955,01;543,01;0,00;0,00;Niet rechtsgeldig
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;5;0;643,00;0;1.716,00;472,00;0,00;0,00;In behandeling (in eerste aanleg)
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;4;4;4;7;0;1.124,50;0;1.349,80;796,00;0,00;0,00;Geen beslissing genomen
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;11;11;11;27;0;1.351,51;0;3.051,26;1.096,91;0,00;0,00;Niet rechtsgeldig
2019;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;4;4;4;15;0;1.466,28;0;16.111,18;7.195,93;0,00;0,00;In behandeling (na beroep)
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;5;5;5;14;0;1.580,17;0;1.854,70;1.104,20;0,00;0,00;In behandeling (na beroep)
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;16;17;17;61;0;5.101,14;0;7.006,56;2.816,58;0,00;0,00;Aktename
2019;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;6;7;7;114;0;8.979,49;0;10.517,84;3.244,46;0,00;0,00;Aktename
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;3;0;12.900,95;0;550,39;225,91;0,00;0,00;Niet rechtsgeldig
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;26;27;27;123;0;17.543,97;0;14.002,63;5.902,77;0,00;0,00;Weigering
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;84;88;88;519;0;50.703,26;0;71.302,57;36.590,45;0,00;0,00;Stopgezet
2019;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;119;124;124;717;0;78.615,47;0;135.518,13;33.668,91;0,00;0,00;Weigering
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;179;195;196;1.415;0;145.908,29;0;417.863,75;75.988,85;0,00;0,00;Vergunning
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;311;315;315;907;0;154.548,90;0;106.689,41;55.118,61;0,00;0,00;Weigering
2019;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;189;214;214;1.317;0;189.047,60;0;201.251,15;102.958,96;0,00;0,00;Stopgezet
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;486;497;498;1.402;0;215.409,46;0;244.784,15;96.327,44;0,00;0,00;Stopgezet
2019;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;1.129;1.174;1.174;3.345;0;489.175,21;0;470.036,93;270.832,49;0,00;0,00;Vergunning
2019;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;578;622;622;4.753;0;552.502,88;0;849.442,56;248.083,96;0,00;0,00;Vergunning
2020;meergezinswoning;Nieuwbouw;Overheid;1;1;1;3;0;150,00;0;204,62;111,44;0,00;0,00;Vergunning
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;3;0;233,00;0;536,14;259,86;0,00;0,00;In behandeling (in eerste aanleg)
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Overheid;1;1;1;5;0;512,02;0;623,28;284,22;0,00;0,00;Vergunning
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon;5;5;5;16;0;1.589,04;0;1.619,77;740,61;0,00;0,00;Geen beslissing genomen
2020;meergezinswoning;Nieuwbouw;Rechtspersoon;5;8;8;147;0;12.933,20;0;18.476,47;3.804,66;0,00;0,00;Geen beslissing genomen
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon;8;21;21;215;0;20.590,74;0;26.701,71;10.868,96;0,00;0,00;In behandeling (na beroep)
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;4;6;6;277;0;29.882,30;0;76.298,86;4.847,46;0,00;0,00;Geen beslissing genomen
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;10;16;16;304;0;44.458,55;0;40.196,78;16.555,40;0,00;0,00;In behandeling (na beroep)
2020;meergezinswoning;Nieuwbouw;Rechtspersoon;25;39;39;525;0;84.265,33;0;50.520,09;28.244,64;0,00;0,00;In behandeling (na beroep)
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;105;157;157;1.900;0;219.779,21;0;196.629,94;143.929,50;0,00;0,00;Weigering
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon;226;255;255;1.529;0;231.855,86;0;181.163,80;79.535,63;0,00;0,00;Weigering
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon;299;342;342;1.991;0;315.190,99;0;320.690,95;124.183,54;0,00;0,00;Stopgezet
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;160;242;242;3.266;0;345.152,71;0;416.949,95;222.685,08;0,00;0,00;Stopgezet
2020;meergezinswoning;Nieuwbouw;Rechtspersoon;292;383;383;4.152;0;507.064,20;0;1.229.756,49;220.298,57;0,00;0,00;Weigering
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon;635;726;726;3.470;0;584.267,13;0;473.780,23;233.591,79;0,00;0,00;Vergunning
2020;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;426;607;607;7.029;0;727.574,84;0;903.643,90;426.426,46;0,00;0,00;Vergunning
2020;meergezinswoning;Nieuwbouw;Rechtspersoon;384;528;528;6.220;0;825.792,65;0;1.020.149,76;387.883,78;0,00;0,00;Stopgezet
2020;meergezinswoning;Nieuwbouw;Rechtspersoon;885;1.193;1.193;12.032;0;1.565.515,76;0;2.027.606,50;804.556,85;0,00;0,00;Vergunning
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;1;0;58,00;0;242,00;88,00;0,00;0,00;In behandeling (in eerste aanleg)
2020;meergezinswoning;Verbouwen of hergebruik;Overheid;1;1;1;3;0;120,00;0;169,00;99,70;0,00;0,00;Vergunning
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Overheid;1;1;1;5;0;173,50;0;213,00;103,00;0,00;0,00;Vergunning
2020;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;4;0;322,60;0;361,00;185,40;0,00;0,00;Geen beslissing genomen
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;2;2;2;3;0;338,45;0;737,06;485,25;0,00;0,00;Geen beslissing genomen
2020;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;4;5;5;15;0;810,58;0;1.184,34;723,87;0,00;0,00;Aktename
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;20;0;1.025,50;0;4.874,00;1.711,00;0,00;0,00;In behandeling (na beroep)
2020;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;6;6;6;23;0;1.536,15;0;1.961,50;814,30;0,00;0,00;In behandeling (na beroep)
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;22;0;2.095,61;0;2.597,16;1.127,76;0,00;0,00;Niet rechtsgeldig
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;8;8;8;26;0;2.172,54;0;2.565,77;1.448,56;0,00;0,00;In behandeling (na beroep)
2020;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;5;5;5;34;0;2.570,44;0;2.949,85;1.065,26;0,00;0,00;Niet rechtsgeldig
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;15;15;15;47;0;4.324,84;0;5.472,24;3.679,43;0,00;0,00;Niet rechtsgeldig
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;23;23;23;52;0;6.712,21;0;7.588,63;3.646,96;0,00;0,00;Aktename
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;4;4;4;22;0;14.851,76;0;2.810,46;1.180,78;0,00;0,00;Aktename
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;34;36;36;226;0;20.858,64;0;67.290,71;11.043,51;0,00;0,00;Weigering
2020;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;115;120;120;471;0;63.940,23;0;64.029,87;27.161,09;0,00;0,00;Weigering
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;279;286;286;870;0;85.576,04;0;108.276,56;63.339,19;0,00;0,00;Weigering
2020;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;223;236;236;1.402;0;153.415,90;0;205.202,47;75.688,35;0,00;0,00;Stopgezet
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;111;122;123;841;0;186.337,53;0;1.065.085,10;1.006.401,10;0,00;0,00;Stopgezet
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;252;275;276;2.006;0;239.750,24;0;311.348,90;114.614,71;0,00;0,00;Vergunning
